player_id,Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,conference,games_played,tackles,tackles_for_loss,sacks,forced_fumbles,arm_length,hand_size,5year_approx_value,40yd_done,Vertical_done,Bench_done,Broad Jump_done,3Cone_done,Shuttle_done
3166,Al-Quadin Muhammad,EDGE,Miami (FL),75,253,4.88,30.5,22.0,117.0,7.25,4.47,Power 5,18,3.3333333333333335,0.5833333333333334,0.3888888888888889,0.05555555555555555,33.25,9.375,14.0,1,1,1,1,1,1
3174,Ifeadi Odenigbo,EDGE,Northwestern,75,258,4.72,31.5,25.0,128.0,7.26,4.4,Power 5,47,1.297872340425532,0.5638297872340425,0.5,0.10638297872340426,32.625,10.5,11.0,1,1,1,1,1,1
3192,Haason Reddick,EDGE,Temple,73,237,4.52,36.5,24.0,133.0,7.01,4.37,Group of 5,46,3.217391304347826,1.0,0.391304347826087,0.08695652173913043,32.75,10.125,25.0,1,1,1,1,1,1
3198,Derek Rivers,EDGE,Youngstown State,76,248,4.61,35.0,30.0,123.0,6.94,4.4,FCS,51,3.450980392156863,0.5882352941176471,0.4019607843137255,0.11764705882352941,32.75,9.375,4.0,1,1,1,1,1,1
3227,Dawuane Smoot,EDGE,Illinois,75,264,4.77,29.5,24.088372093023256,117.0,7.18,4.39,Power 5,41,3.341463414634146,0.9390243902439024,0.4024390243902439,0.12195121951219512,33.25,9.25,14.0,1,1,0,1,1,1
3245,Solomon Thomas,EDGE,Stanford,75,273,4.69,35.0,30.0,126.0,6.95,4.28,Power 5,27,3.740740740740741,0.9444444444444444,0.42592592592592593,0.037037037037037035,33.0,9.375,17.0,1,1,1,1,1,1
3260,DeMarcus Walker,EDGE,Florida State,76,280,4.763778625954199,33.55744680851064,18.0,117.49130434782609,7.208514851485148,4.396206896551725,Power 5,50,3.64,0.9,0.57,0.16,33.0,10.5,9.0,0,0,1,0,0,0
3263,T.J. Watt,EDGE,Wisconsin,76,252,4.69,37.0,21.0,128.0,6.79,4.13,Power 5,27,2.6296296296296298,0.6296296296296297,0.42592592592592593,0.07407407407407407,33.125,11.0,65.0,1,1,1,1,1,1
3276,Jordan Willis,EDGE,Kansas State,76,255,4.53,39.0,24.0,125.0,6.85,4.28,Power 5,40,2.85,1.0125,0.65,0.175,33.5,9.875,8.0,1,1,1,1,1,1
3284,Kemoko Turay,EDGE,Rutgers,77,253,4.65,33.55744680851064,24.088372093023256,117.49130434782609,7.208514851485148,4.396206896551725,Power 5,44,2.340909090909091,0.4659090909090909,0.3522727272727273,0.022727272727272728,33.375,9.625,5.0,1,0,0,0,0,0
3295,Dorance Armstrong,EDGE,Kansas,76,257,4.87,30.0,20.0,118.0,7.12,4.23,Power 5,36,3.9444444444444446,0.9583333333333334,0.4305555555555556,0.16666666666666666,34.75,10.0,15.0,1,1,1,1,1,1
3296,Ade Aruna,EDGE,Tulane,78,262,4.6,38.5,18.0,128.0,7.53,4.48,Group of 5,44,2.4318181818181817,0.4318181818181818,0.2727272727272727,0.06818181818181818,34.0,10.625,0.0,1,1,1,1,1,1
3316,Andrew Brown,EDGE,Virginia,76,296,5.03,28.0,31.0,101.0,7.51,4.48,Power 5,41,2.292682926829268,0.6463414634146342,0.25609756097560976,0.024390243902439025,34.5,9.375,2.0,1,1,1,1,1,1
3331,Lorenzo Carter,EDGE,Georgia,78,250,4.5,36.0,24.088372093023256,130.0,7.208514851485148,4.396206896551725,Power 5,54,3.0555555555555554,0.37962962962962965,0.25925925925925924,0.12962962962962962,34.0,10.375,26.0,1,1,0,1,0,0
3336,Bradley Chubb,EDGE,North Carolina State,76,269,4.65,36.0,24.0,121.0,7.37,4.41,Power 5,49,4.163265306122449,1.2244897959183674,0.5306122448979592,0.1836734693877551,34.0,9.875,31.0,1,1,1,1,1,1
3353,Marcus Davenport,EDGE,Texas-San Antonio,78,264,4.58,33.5,22.0,124.0,7.2,4.41,Group of 5,46,4.043478260869565,0.8043478260869565,0.4673913043478261,0.13043478260869565,33.625,9.125,19.0,1,1,1,1,1,1
3367,Duke Ejiofor,EDGE,Wake Forest,76,264,4.763778625954199,33.55744680851064,24.088372093023256,117.49130434782609,7.208514851485148,4.396206896551725,Power 5,42,3.1666666666666665,1.0238095238095237,0.5595238095238095,0.09523809523809523,34.875,9.75,1.0,0,0,0,0,0,0
3378,Kylie Fitts,EDGE,Utah,76,263,4.69,32.5,31.0,117.0,6.88,4.19,Power 5,26,2.6538461538461537,0.5769230769230769,0.4423076923076923,0.19230769230769232,33.0,9.5,1.0,1,1,1,1,1,1
3385,John Franklin-Myers,EDGE,Stephen F. Austin,76,283,4.75,33.0,26.0,113.0,7.36,4.48,FCS,23,3.5652173913043477,0.6304347826086957,0.45652173913043476,0.08695652173913043,32.875,10.0,19.0,1,1,1,1,1,1
3396,Rasheem Green,EDGE,USC,77,275,4.73,32.5,24.088372093023256,118.0,7.24,4.39,Power 5,41,2.8536585365853657,0.4878048780487805,0.4024390243902439,0.07317073170731707,33.75,9.875,17.0,1,1,0,1,1,1
3407,Marquis Haynes,EDGE,Mississippi,75,235,4.67,32.0,23.0,123.0,7.14,4.45,Power 5,50,3.44,0.95,0.64,0.24,33.25,10.0,7.0,1,1,1,1,1,1
3419,Jalyn Holmes,EDGE,Ohio State,77,283,4.82,32.0,25.0,117.49130434782609,7.208514851485148,4.396206896551725,Power 5,48,1.75,0.2916666666666667,0.10416666666666667,0.0625,34.0,10.0,6.0,1,1,1,0,0,0
3420,Sam Hubbard,EDGE,Ohio State,77,270,4.763778625954199,35.0,24.088372093023256,116.0,6.84,4.32,Power 5,40,2.9,0.7375,0.425,0.075,33.125,10.0,32.0,0,1,0,1,1,1
3434,Leon Jacobs,EDGE,Wisconsin,75,246,4.48,34.5,26.0,122.0,7.14,4.44,Power 5,52,2.730769230769231,0.2980769230769231,0.125,0.019230769230769232,33.5,9.625,7.0,1,1,1,1,1,1
3450,Peter Kalambayi,EDGE,Stanford,75,252,4.57,34.0,19.0,121.0,7.13,4.36,Power 5,54,3.5185185185185186,0.5185185185185185,0.3425925925925926,0.037037037037037035,33.5,9.0,3.0,1,1,1,1,1,1
3454,Arden Key,EDGE,LSU,78,238,4.763778625954199,31.0,24.088372093023256,117.0,7.16,4.25,Power 5,31,4.193548387096774,0.8548387096774194,0.6774193548387096,0.12903225806451613,33.5,10.0,11.0,0,1,0,1,1,1
3459,Harold Landry,EDGE,Boston Col.,75,252,4.64,36.0,24.0,119.0,6.88,4.19,Power 5,47,3.404255319148936,1.0106382978723405,0.5531914893617021,0.2127659574468085,32.875,9.375,30.0,1,1,1,1,1,1
3466,Tyquan Lewis,EDGE,Ohio State,75,265,4.763778625954199,35.5,24.088372093023256,122.0,7.208514851485148,4.396206896551725,Power 5,53,2.1132075471698113,0.6886792452830188,0.44339622641509435,0.09433962264150944,33.75,10.375,11.0,0,1,0,1,0,0
3468,James Looney,EDGE,California,75,287,4.89,35.5,28.0,113.0,7.32,4.37,Power 5,40,3.325,0.525,0.2125,0.05,32.0,10.5,3.0,1,1,1,1,1,1
3501,Uchenna Nwosu,EDGE,USC,75,251,4.65,32.0,20.0,119.0,7.208514851485148,4.396206896551725,Power 5,53,3.169811320754717,0.3867924528301887,0.2358490566037736,0.018867924528301886,33.625,9.0,23.0,1,1,1,1,0,0
3505,Ogbonnia Okoronkwo,EDGE,Oklahoma,73,253,4.77,38.0,27.0,121.0,7.208514851485148,4.396206896551725,Power 5,46,3.5434782608695654,0.7282608695652174,0.43478260869565216,0.10869565217391304,33.75,9.0,10.0,1,1,1,1,0,0
3559,Kentavius Street,EDGE,North Carolina State,74,280,4.87,33.55744680851064,28.0,117.49130434782609,7.208514851485148,4.396206896551725,Power 5,51,2.372549019607843,0.38235294117647056,0.18627450980392157,0.0392156862745098,32.875,10.25,10.0,1,0,1,0,0,0
3563,Josh Sweat,EDGE,Florida State,76,251,4.53,39.5,24.088372093023256,124.0,7.208514851485148,4.28,Power 5,37,3.72972972972973,0.7837837837837838,0.3918918918918919,0.02702702702702703,34.625,10.25,22.0,1,1,0,1,0,1
3568,Chad Thomas,EDGE,Miami (FL),78,281,4.92,29.0,24.088372093023256,116.0,7.208514851485148,4.396206896551725,Power 5,48,2.1458333333333335,0.5416666666666666,0.21875,0.041666666666666664,33.5,10.25,5.0,1,1,0,1,0,0
3618,Trevon Young,EDGE,Louisville,76,258,4.78,33.0,25.0,114.0,6.99,4.4,Power 5,36,2.8055555555555554,0.6666666666666666,0.3888888888888889,0.05555555555555555,33.75,10.0,0.0,1,1,1,1,1,1
3625,Josh Allen,EDGE,Kentucky,77,262,4.63,33.55744680851064,28.0,118.0,7.15,4.23,Power 5,51,4.294117647058823,0.803921568627451,0.6176470588235294,0.21568627450980393,34.75,9.875,35.0,1,0,1,1,1,1
3639,Ben Banogu,EDGE,TCU,75,250,4.62,40.0,23.0,134.0,7.02,4.27,Power 5,40,3.775,1.225,0.55,0.175,33.625,9.0,4.0,1,1,1,1,1,1
3651,Nick Bosa,EDGE,Ohio State,76,266,4.79,33.5,29.0,116.0,7.1,4.14,Power 5,30,2.566666666666667,0.9666666666666667,0.5833333333333334,0.06666666666666667,33.0,10.75,54.0,1,1,1,1,1,1
3656,Jordan Brailford,EDGE,Oklahoma State,75,252,4.65,37.5,22.0,126.0,7.208514851485148,4.396206896551725,Power 5,37,3.6216216216216215,0.8243243243243243,0.40540540540540543,0.05405405405405406,32.5,9.125,1.0,1,1,1,1,0,0
3664,Austin Bryant,EDGE,Clemson,76,271,4.763778625954199,33.55744680851064,24.088372093023256,117.49130434782609,7.208514851485148,4.396206896551725,Power 5,50,2.58,0.72,0.4,0.04,34.625,9.625,5.0,0,0,0,0,0,0
3667,Brian Burns,EDGE,Florida State,77,249,4.53,36.0,24.088372093023256,129.0,7.01,4.396206896551725,Power 5,38,3.263157894736842,1.0394736842105263,0.631578947368421,0.18421052631578946,33.875,10.0,39.0,1,1,0,1,1,0
3687,Maxx Crosby,EDGE,East. Michigan,77,255,4.66,36.0,24.088372093023256,122.0,6.89,4.13,Group of 5,37,4.378378378378378,1.1081081081081081,0.5405405405405406,0.21621621621621623,32.875,9.75,51.0,1,1,0,1,1,1
3716,Clelin Ferrell,EDGE,Clemson,76,264,4.763778625954199,33.55744680851064,25.0,117.49130434782609,7.26,4.4,Power 5,45,3.6666666666666665,1.1111111111111112,0.6,0.1111111111111111,34.125,10.5,21.0,0,0,1,0,1,1
3728,Rashan Gary,EDGE,Michigan,76,277,4.58,38.0,26.0,120.0,7.26,4.29,Power 5,35,3.8857142857142857,0.7,0.3,0.02857142857142857,34.125,9.625,22.0,1,1,1,1,1,1
3739,Gerri Green,EDGE,Mississippi State,76,252,4.63,35.0,24.0,114.0,7.27,4.42,Power 5,52,3.0961538461538463,0.3942307692307692,0.16346153846153846,0.057692307692307696,33.0,10.0,0.0,1,1,1,1,1,1
3767,Justin Hollins,EDGE,Oregon,77,248,4.5,36.5,25.0,119.0,7.06,4.4,Power 5,52,3.5384615384615383,0.7019230769230769,0.25,0.15384615384615385,33.375,10.375,9.0,1,1,1,1,1,1
3779,Joe Jackson,EDGE,Miami (FL),76,275,4.763778625954199,27.0,22.0,109.0,7.208514851485148,4.396206896551725,Power 5,39,3.5384615384615383,0.9615384615384616,0.6153846153846154,0.1282051282051282,34.125,10.0,1.0,0,1,1,1,0,0
3785,Jalen Jelks,EDGE,Oregon,77,256,4.92,32.5,19.0,113.0,7.22,4.59,Power 5,44,3.5454545454545454,0.6704545454545454,0.3409090909090909,0.045454545454545456,34.625,9.625,0.0,1,1,1,1,1,1
3790,Darryl Johnson,EDGE,North Carolina A&T,78,253,4.763778625954199,33.55744680851064,20.0,117.49130434782609,7.208514851485148,4.396206896551725,FCS,45,2.6444444444444444,0.9333333333333333,0.6444444444444445,0.17777777777777778,33.875,10.0,4.0,0,0,1,0,0,0
3800,Dre'Mont Jones,EDGE,Ohio State,75,281,5.12,31.5,24.088372093023256,110.0,7.71,4.53,Power 5,39,2.948717948717949,0.5641025641025641,0.24358974358974358,0.02564102564102564,33.75,9.625,25.0,1,1,0,1,1,1
3833,Christian Miller,EDGE,Alabama,75,247,4.763778625954199,38.5,24.088372093023256,118.0,7.208514851485148,4.396206896551725,Power 5,45,1.288888888888889,0.35555555555555557,0.25555555555555554,0.0,33.0,10.0,1.0,0,1,0,1,0,0
3835,Shareef Miller,EDGE,Penn State,76,254,4.69,29.5,16.0,117.49130434782609,7.208514851485148,4.45,Power 5,40,2.5,0.7875,0.3625,0.025,33.625,10.125,0.0,1,1,1,0,0,1
3847,Anthony Nelson,EDGE,Iowa,79,271,4.82,35.5,18.0,118.0,6.95,4.23,Power 5,39,3.051282051282051,0.7948717948717948,0.5897435897435898,0.10256410256410256,34.875,9.875,12.0,1,1,1,1,1,1
3853,Charles Omenihu,EDGE,Texas,77,280,4.92,36.5,24.088372093023256,115.0,7.48,4.36,Power 5,50,2.34,0.61,0.34,0.08,36.0,9.375,11.0,1,1,0,1,1,1
3860,Jachai Polite,EDGE,Florida,75,258,4.84,32.0,24.088372093023256,117.49130434782609,7.208514851485148,4.396206896551725,Power 5,32,2.4375,0.828125,0.46875,0.25,32.625,9.75,1.0,1,1,0,0,0,0
3898,Sutton Smith,EDGE,Northern Illinois,72,233,4.69,31.5,25.0,118.0,6.75,4.32,Group of 5,39,3.5641025641025643,1.4871794871794872,0.7692307692307693,0.1794871794871795,30.75,9.0,0.0,1,1,1,1,1,1
3904,Montez Sweat,EDGE,Mississippi State,78,260,4.41,36.0,21.0,125.0,7.0,4.29,Power 5,30,3.5,1.0,0.75,0.03333333333333333,35.75,10.5,39.0,1,1,1,1,1,1
3922,D'Andre Walker,EDGE,Georgia,74,251,4.763778625954199,33.55744680851064,24.088372093023256,117.49130434782609,7.208514851485148,4.396206896551725,Power 5,54,2.0925925925925926,0.5092592592592593,0.25,0.09259259259259259,33.75,10.125,0.0,0,0,0,0,0,0
3947,Chase Winovich,EDGE,Michigan,75,256,4.59,30.5,18.0,116.0,6.94,4.11,Power 5,44,4.181818181818182,1.0113636363636365,0.4090909090909091,0.06818181818181818,32.75,10.0,11.0,1,1,1,1,1,1
3953,Oshane Ximines,EDGE,Old Dominion,75,253,4.78,34.0,24.0,118.0,7.13,4.57,Group of 5,50,3.52,1.03,0.66,0.22,33.0,9.875,8.0,1,1,1,1,1,1
3961,Bradlee Anae,EDGE,Utah,75,257,4.93,31.0,25.0,115.0,7.44,4.43,Power 5,47,2.872340425531915,0.8829787234042553,0.6382978723404256,0.1276595744680851,32.125,10.125,1.0,1,1,1,1,1,1
4026,Marlon Davidson,EDGE,Auburn,75,303,5.04,33.55744680851064,21.0,117.49130434782609,7.208514851485148,4.396206896551725,Power 5,51,3.4313725490196076,0.5784313725490197,0.3333333333333333,0.0784313725490196,33.0,10.0,5.0,1,0,1,0,0,0
4052,A.J. Epenesa,EDGE,Iowa,77,275,5.04,32.5,17.0,117.0,7.34,4.46,Power 5,39,2.58974358974359,0.9358974358974359,0.6794871794871795,0.23076923076923078,34.5,10.125,17.0,1,1,1,1,1,1
4065,Jonathan Garvin,EDGE,Miami,76,263,4.82,36.0,23.0,125.0,7.208514851485148,4.396206896551725,Power 5,37,2.864864864864865,0.7837837837837838,0.33783783783783783,0.10810810810810811,34.0,9.625,3.0,1,1,1,1,0,0
4068,Trevis Gipson,EDGE,Tulsa,75,261,4.763778625954199,33.55744680851064,25.0,117.49130434782609,7.208514851485148,4.396206896551725,Group of 5,49,2.326530612244898,0.5204081632653061,0.2653061224489796,0.16326530612244897,33.875,9.625,10.0,0,0,1,0,0,0
4072,Jonathan Greenard,EDGE,Florida,75,263,4.87,30.5,22.0,113.0,7.13,4.34,Power 5,37,3.2972972972972974,1.027027027027027,0.5135135135135135,0.10810810810810811,34.875,9.25,29.0,1,1,1,1,1,1
4073,Yetur Gross-Matos,EDGE,Penn State,77,266,4.763778625954199,34.0,20.0,120.0,7.208514851485148,4.396206896551725,Power 5,38,2.9210526315789473,0.9736842105263158,0.5,0.05263157894736842,34.875,9.75,18.0,0,1,1,1,0,0
4094,Alex Highsmith,EDGE,Charlotte,75,248,4.7,33.0,24.088372093023256,125.0,7.32,4.31,Group of 5,48,3.8541666666666665,0.9583333333333334,0.4166666666666667,0.0625,33.125,9.125,33.0,1,1,0,1,1,1
4137,Khalid Kareem,EDGE,Notre Dame,76,268,4.763778625954199,33.55744680851064,24.088372093023256,117.49130434782609,7.208514851485148,4.396206896551725,Power 5,42,2.5952380952380953,0.6190476190476191,0.30952380952380953,0.09523809523809523,34.375,10.875,2.0,0,0,0,0,0,0
4184,Julian Okwara,EDGE,Notre Dame,76,252,4.763778625954199,33.55744680851064,27.0,117.49130434782609,7.208514851485148,4.396206896551725,Power 5,45,1.711111111111111,0.5111111111111111,0.32222222222222224,0.08888888888888889,34.375,10.25,5.0,0,0,1,0,0,0
4219,Alton Robinson,EDGE,Syracuse,75,264,4.69,35.5,25.0,119.0,7.32,4.32,Power 5,36,3.1944444444444446,0.9027777777777778,0.5416666666666666,0.1388888888888889,32.375,9.25,4.0,1,1,1,1,1,1
4240,Jason Strowbridge,EDGE,North Carolina,76,275,4.89,31.0,26.0,113.0,7.45,4.37,Power 5,44,2.8863636363636362,0.5,0.26136363636363635,0.045454545454545456,32.375,10.125,1.0,1,1,1,1,1,1
4262,Derrek Tuszka,EDGE,North Dakota State,76,251,4.79,33.5,24.0,120.0,6.87,4.34,FCS,63,1.8888888888888888,0.7857142857142857,0.46825396825396826,0.09523809523809523,31.375,9.875,3.0,1,1,1,1,1,1
4287,D.J. Wonnum,EDGE,South Carolina,77,258,4.73,34.5,20.0,123.0,7.25,4.44,Power 5,43,3.186046511627907,0.686046511627907,0.32558139534883723,0.023255813953488372,34.125,10.5,21.0,1,1,1,1,1,1
4290,Chase Young,EDGE,Ohio State,77,264,4.763778625954199,33.55744680851064,24.088372093023256,117.49130434782609,7.208514851485148,4.396206896551725,Power 5,36,2.75,1.1805555555555556,0.8472222222222222,0.25,33.75,10.0,24.0,0,0,0,0,0,0
4291,Jabari Zuniga,EDGE,Florida,75,264,4.64,33.0,29.0,127.0,7.208514851485148,4.396206896551725,Power 5,42,2.8095238095238093,0.8214285714285714,0.44047619047619047,0.023809523809523808,32.875,10.375,1.0,1,1,1,1,0,0
